listing_id,host_id,host_name,borough,neighbourhood,latitude,longitude,accomodation_type,price_per_night,minimum_nights,number_of_positive_reviews,positive_reviews_per_month
23582823,4436365,Marcelo,Queens,Woodside,40.75524,-73.90768,Entire home/apt,120,3,2,1.5
23583435,156557516,Ali,Queens,Long Island City,40.76044,-73.92955,Entire home/apt,200,1,54,3.38
23584115,49523787,Joe,Manhattan,Harlem,40.8232,-73.95463,Private room,55,1,39,2.37
23584507,34177401,Nick,Brooklyn,East New York,40.67563,-73.87866,Entire home/apt,86,1,154,9.53
23586315,76939238,Fiorella,Manhattan,Roosevelt Island,40.75988,-73.95097,Entire home/apt,130,2,3,0.2
23593409,12881634,Olivia,Brooklyn,Bedford-Stuyvesant,40.68221,-73.92614,Entire home/apt,112,3,43,2.63
23593582,111262060,Jestina,Brooklyn,Flatbush,40.64105,-73.957,Private room,70,1,66,4.07
23593710,17494958,Katy,Manhattan,SoHo,40.72172,-74.0041,Entire home/apt,275,5,6,0.37
23594177,25096301,Ryan,Brooklyn,Fort Greene,40.68524,-73.97463,Entire home/apt,150,2,8,0.52
23595013,5709606,Megan,Manhattan,Upper East Side,40.77154,-73.95573,Entire home/apt,175,3,24,1.48
23595420,16347259,Michelle,Brooklyn,Williamsburg,40.71068,-73.96035,Entire home/apt,378,3,13,0.85
23596665,148564534,Matt,Brooklyn,Prospect-Lefferts Gardens,40.66094,-73.94535,Private room,65,1,69,4.4
23597076,176279414,Milton,Bronx,Williamsbridge,40.87021,-73.86095,Entire home/apt,85,2,83,5.19
23598012,60163700,Dee,Manhattan,Harlem,40.82325,-73.95243,Private room,46,14,12,0.82
23601676,8994053,Alessandro,Queens,Long Island City,40.76187,-73.92762,Entire home/apt,190,2,65,4.05
23605182,76939238,Fiorella,Manhattan,Roosevelt Island,40.76032,-73.95164,Private room,70,3,1,0.26
23605375,157658093,Kara,Manhattan,Morningside Heights,40.81453,-73.96141,Entire home/apt,125,3,3,0.19
23606434,10284187,Rich,Brooklyn,Williamsburg,40.71849,-73.95053,Entire home/apt,175,4,2,0.15
23606468,335046,Orit,Manhattan,Lower East Side,40.71374,-73.98907,Private room,100,3,10,0.62
23606605,17193773,Elizabeth,Manhattan,West Village,40.73389,-74.00086,Entire home/apt,245,60,12,0.75
23606804,5225104,Malissa,Brooklyn,Bedford-Stuyvesant,40.68016,-73.91054,Entire home/apt,68,3,19,1.23
23607625,4602029,Shireen,Brooklyn,Williamsburg,40.70644,-73.94339,Entire home/apt,85,6,7,0.43
23608085,1746811,Jon,Brooklyn,Park Slope,40.67913,-73.98015,Entire home/apt,95,1,8,0.52
23608594,176578851,Stephanie,Manhattan,Financial District,40.71012,-74.00828,Private room,110,5,6,0.37
23608665,6787883,Gabriela,Brooklyn,Carroll Gardens,40.68086,-73.9926,Private room,74,1,20,1.31
23608727,15956611,Jay R.,Manhattan,East Harlem,40.80373,-73.93594,Private room,53,21,2,0.46
23609407,176591085,Mike,Manhattan,Washington Heights,40.84389,-73.94127,Private room,45,1,1,0.07
23609559,1699871,Chloe,Brooklyn,Bushwick,40.68477,-73.908,Private room,125,3,1,0.06
23610064,130858402,Sam,Manhattan,East Village,40.72909,-73.98986,Private room,95,1,78,4.79
23610557,2251176,Harold,Brooklyn,Bushwick,40.70374,-73.92497,Private room,45,3,17,1.04
23610982,91511951,Libertad,Brooklyn,Prospect Heights,40.6802,-73.96504,Private room,250,3,3,0.21
23611312,19922549,Dan,Manhattan,Two Bridges,40.7115,-73.9952,Entire home/apt,300,3,24,1.76
23612284,2485076,Jacob,Brooklyn,Fort Greene,40.69466,-73.97151,Entire home/apt,148,3,20,1.27
23612681,55724558,Taylor,Queens,Long Island City,40.76006,-73.9408,Private room,55,4,2,0.65
23612811,19789539,Isaac,Bronx,Fordham,40.86737,-73.89415,Private room,47,3,14,0.89
23612962,15798930,Sunil,Manhattan,Financial District,40.70438,-74.00856,Entire home/apt,115,7,5,0.32
23613174,3741154,Esther,Brooklyn,Bushwick,40.68892,-73.90495,Private room,55,2,1,0.06
23613576,34177401,Nick,Brooklyn,East New York,40.67426,-73.87969,Entire home/apt,140,1,30,2.18
23613688,175583687,Quisqueya,Bronx,Highbridge,40.83604,-73.93099,Entire home/apt,240,1,22,1.4
23614276,176660539,Veronica,Queens,Forest Hills,40.71895,-73.84249,Private room,120,1,3,0.29
23614417,176663321,Nathalie,Brooklyn,Clinton Hill,40.68235,-73.96128,Entire home/apt,200,30,6,0.41
23620728,17105274,Matt,Brooklyn,Bushwick,40.69166,-73.90314,Private room,49,14,5,0.34
23624930,176763105,Lisa,Queens,Jamaica,40.6743,-73.78471,Private room,70,1,41,2.76
23626799,7918430,Stephen Lionel,Manhattan,Harlem,40.80765,-73.95244,Entire home/apt,400,4,7,0.93
23626886,176436884,Leona,Manhattan,Greenwich Village,40.7323,-73.99433,Entire home/apt,199,2,69,4.23
23627524,2801739,Alysha,Manhattan,East Harlem,40.78757,-73.95402,Entire home/apt,194,1,19,1.23
23627589,170444830,Pramila,Manhattan,Chelsea,40.75102,-73.99841,Entire home/apt,500,30,2,0.12
23628745,176809727,Cristian,Manhattan,Upper West Side,40.80076,-73.96236,Private room,105,2,38,2.38
23628818,176810211,Paris,Manhattan,Upper West Side,40.79902,-73.96692,Private room,70,1,1,0.07
23629364,133288905,Cherie,Manhattan,Midtown,40.75321,-73.97132,Entire home/apt,187,3,12,0.86
23629960,33153151,Ellen,Manhattan,Greenwich Village,40.7275,-74,Entire home/apt,250,2,14,1.24
23630216,51969502,Jenny,Manhattan,East Village,40.7289,-73.98865,Private room,53,3,1,0.06
23630582,26557574,Aurora,Brooklyn,Prospect Heights,40.67905,-73.97238,Entire home/apt,100,5,1,0.06
23630829,23220666,Catherine,Brooklyn,Bushwick,40.69121,-73.92099,Private room,65,2,9,0.56
23631288,173406651,Dan,Manhattan,Lower East Side,40.71967,-73.98311,Private room,110,2,29,2.02
23631575,2515199,Marcie,Brooklyn,Flatbush,40.65232,-73.96208,Private room,36,2,11,0.68
23631725,176679165,Sherry,Queens,Corona,40.73917,-73.86362,Private room,40,1,78,4.81
23632578,3717633,Tony,Manhattan,Chelsea,40.75129,-73.99561,Entire home/apt,185,2,32,2.02
23632853,6023250,Kate,Brooklyn,Williamsburg,40.70984,-73.9433,Entire home/apt,175,2,4,0.45
23633175,1772509,Jane,Brooklyn,Red Hook,40.67923,-74.00651,Private room,65,1,13,0.9
23633872,91182678,David,Brooklyn,Crown Heights,40.67413,-73.9398,Private room,42,2,10,0.64
23634984,176890090,Gani,Brooklyn,Crown Heights,40.67799,-73.94222,Shared room,25,2,13,0.81
23635601,18485718,Luka,Brooklyn,Crown Heights,40.66798,-73.95528,Private room,72,2,16,0.99
23636223,67768251,Felipe,Manhattan,Upper West Side,40.78353,-73.97802,Private room,45,30,4,0.36
23642287,270404,Lo,Brooklyn,Crown Heights,40.67186,-73.93684,Entire home/apt,77,6,15,0.94
23642811,176964342,Robert,Manhattan,Upper West Side,40.7748,-73.97922,Private room,120,2,4,0.24
23643300,38672932,Meg,Brooklyn,Prospect-Lefferts Gardens,40.65609,-73.95781,Entire home/apt,70,1,6,0.39
23644347,176679165,Sherry,Queens,Corona,40.73726,-73.8632,Private room,35,1,78,4.82
23644523,11243113,Terry,Manhattan,West Village,40.73976,-74.00953,Entire home/apt,200,10,11,0.76
23644644,52549310,Melissa,Queens,Ditmars Steinway,40.77462,-73.91021,Private room,70,2,6,0.38
23646295,172544686,Vijay,Manhattan,Upper West Side,40.77597,-73.97686,Private room,179,1,4,0.25
23647298,142765455,Genna,Manhattan,Upper East Side,40.78268,-73.94977,Entire home/apt,110,3,2,0.14
23648504,133288905,Cherie,Manhattan,Midtown,40.75173,-73.9727,Entire home/apt,374,3,11,0.84
23649906,177036542,Bashiri,Brooklyn,Bedford-Stuyvesant,40.6845,-73.95804,Entire home/apt,175,2,44,2.72
23650008,123453141,Hugo,Brooklyn,Bedford-Stuyvesant,40.69266,-73.9399,Private room,42,2,8,0.5
23650259,176983812,Lawrence,Manhattan,Lower East Side,40.72142,-73.98411,Private room,350,10,2,0.13
23650568,24771677,Noelle,Queens,Bayside,40.76324,-73.77111,Entire home/apt,200,2,45,2.84
23650576,177045672,Rene,Brooklyn,Bushwick,40.69786,-73.93287,Private room,65,3,4,0.25
23651443,32772480,Lorna,Brooklyn,Prospect-Lefferts Gardens,40.65923,-73.96031,Entire home/apt,150,3,10,0.64
23652689,157845873,Rainier,Manhattan,Harlem,40.81798,-73.93956,Private room,115,1,53,3.33
23654584,175180318,Gúney,Manhattan,Hell's Kitchen,40.76534,-73.98701,Shared room,75,1,59,3.64
23660051,173362161,Elizabeth,Brooklyn,Flatbush,40.64318,-73.96835,Private room,62,2,67,4.19
23660722,26584499,Ofir,Manhattan,Upper West Side,40.78299,-73.98318,Entire home/apt,150,31,1,0.07
23661749,24595687,Virginia,Brooklyn,Clinton Hill,40.68303,-73.96317,Private room,75,7,1,0.08
23662000,177157966,Lohlah,Queens,St. Albans,40.69147,-73.76013,Private room,45,3,9,0.57
23662887,20618692,Mytasha,Manhattan,Washington Heights,40.83711,-73.94438,Private room,90,1,32,2.02
23664280,921431,Camila,Queens,Ditmars Steinway,40.77113,-73.90459,Entire home/apt,113,2,51,3.26
23664916,8993896,Julie,Brooklyn,Fort Greene,40.69011,-73.96999,Entire home/apt,186,4,2,1.36
23666777,82889379,Shera,Bronx,Woodlawn,40.89873,-73.86449,Private room,34,1,122,8.24
23667137,115151548,Beethoven,Queens,Hollis,40.714,-73.77787,Private room,72,5,6,0.38
23667332,107040079,Jonathon,Brooklyn,Crown Heights,40.66561,-73.94156,Private room,42,4,36,2.34
23668381,1590148,Tom,Brooklyn,Williamsburg,40.71813,-73.94931,Entire home/apt,250,2,2,0.31
23668731,177174475,Alberto,Manhattan,Midtown,40.74805,-73.9868,Entire home/apt,120,1,8,0.53
23668732,177174475,Alberto,Manhattan,Midtown,40.74677,-73.98698,Entire home/apt,120,1,6,0.4
23668734,177174475,Alberto,Manhattan,Midtown,40.74796,-73.98814,Entire home/apt,137,1,10,1.03
23668735,177174475,Alberto,Manhattan,Midtown,40.74731,-73.98821,Entire home/apt,163,1,11,1.42
23668736,177174475,Alberto,Manhattan,Midtown,40.74636,-73.98681,Entire home/apt,153,1,7,0.49
23668737,177174475,Alberto,Manhattan,Midtown,40.74793,-73.98834,Entire home/apt,120,1,3,0.47
23668738,177174475,Alberto,Manhattan,Midtown,40.74826,-73.98873,Entire home/apt,137,1,7,0.96
23668739,177174475,Alberto,Manhattan,Midtown,40.74825,-73.98853,Entire home/apt,120,1,3,0.51
23668740,177174475,Alberto,Manhattan,Midtown,40.74657,-73.98691,Entire home/apt,163,1,8,0.63
23668741,177174475,Alberto,Manhattan,Midtown,40.7474,-73.98685,Entire home/apt,153,1,4,0.27
23668742,177174475,Alberto,Manhattan,Midtown,40.74649,-73.98723,Entire home/apt,137,1,5,0.34
23668743,177174475,Alberto,Manhattan,Midtown,40.74796,-73.98788,Entire home/apt,120,1,7,0.51
23668745,177174475,Alberto,Manhattan,Midtown,40.74653,-73.98717,Entire home/apt,208,1,4,0.3
23668746,177174475,Alberto,Manhattan,Midtown,40.74706,-73.98689,Entire home/apt,153,1,7,0.7
23668747,177174475,Alberto,Manhattan,Midtown,40.74643,-73.98729,Entire home/apt,163,1,8,0.57
23668754,29918034,Emily,Brooklyn,Park Slope,40.6701,-73.98151,Entire home/apt,110,30,25,1.63
23668849,162586833,Edwin,Manhattan,Hell's Kitchen,40.75869,-73.99068,Private room,400,2,19,1.33
23669006,2965556,Mj,Bronx,Spuyten Duyvil,40.88316,-73.91151,Entire home/apt,360,2,8,0.51
23669140,43264429,דניאל,Manhattan,Morningside Heights,40.80454,-73.9645,Private room,120,1,2,0.16
23669201,2438,Tasos,Brooklyn,Williamsburg,40.71412,-73.94447,Entire home/apt,95,45,1,0.06
23669328,19356927,Dylan,Brooklyn,Bushwick,40.68754,-73.91411,Private room,50,1,80,5.1
23670513,177161276,Sissy,Bronx,Olinville,40.88455,-73.86587,Shared room,26,1,10,0.67
23671009,87786261,Sophia,Brooklyn,South Slope,40.66094,-73.98652,Entire home/apt,189,1,5,0.43
23681735,177353847,East Village,Manhattan,East Village,40.72619,-73.99019,Entire home/apt,400,4,8,0.51
23682503,27245,Maryam,Manhattan,Midtown,40.75532,-73.9654,Private room,90,2,15,0.93
23682816,11186022,Tyler,Manhattan,Midtown,40.75311,-73.97306,Private room,400,3,2,0.14
23683049,80344984,Alexis,Manhattan,Harlem,40.82733,-73.94937,Entire home/apt,245,3,28,1.74
23683504,51429969,Nick,Manhattan,Financial District,40.71049,-74.00869,Private room,100,3,3,0.19
23683520,90834217,Antoinette,Brooklyn,Bedford-Stuyvesant,40.6832,-73.93469,Entire home/apt,125,2,53,3.44
23683924,6238348,Patrizio,Manhattan,Civic Center,40.71353,-73.99925,Entire home/apt,220,15,4,0.25
23684655,10964365,Ermina,Queens,Ridgewood,40.70741,-73.91421,Private room,55,3,13,0.82
23684864,13788158,Amir,Brooklyn,Fort Greene,40.69392,-73.97114,Entire home/apt,250,3,37,2.39
23684973,7201216,Emmanuel,Manhattan,Gramercy,40.7368,-73.98518,Private room,110,1,69,4.34
23685538,37286422,Abir,Queens,Briarwood,40.70739,-73.81327,Private room,45,2,18,1.15
23686606,4810688,Kaiti,Manhattan,Harlem,40.8067,-73.95621,Entire home/apt,175,3,43,2.89
23687344,27046912,Tara & Carl,Manhattan,Harlem,40.80554,-73.95586,Private room,81,4,41,2.56
23690062,175180318,Gúney,Manhattan,Hell's Kitchen,40.76502,-73.98702,Shared room,75,1,59,3.64
23691189,159811367,Sergii,Brooklyn,Bedford-Stuyvesant,40.69475,-73.9405,Shared room,37,30,3,0.21
23691588,159811367,Sergii,Brooklyn,Bedford-Stuyvesant,40.69312,-73.94073,Shared room,32,31,4,0.28
23692933,170534355,Gabriella,Manhattan,West Village,40.72884,-74.00285,Entire home/apt,200,5,54,3.34
23694603,1006421,Susana,Brooklyn,Williamsburg,40.71432,-73.94751,Entire home/apt,120,14,2,0.16
23696307,3464870,Nina,Brooklyn,Bedford-Stuyvesant,40.69219,-73.95851,Entire home/apt,150,3,11,0.8
23696695,10440477,Anne-Katrin,Brooklyn,Bedford-Stuyvesant,40.68486,-73.93822,Private room,70,1,2,0.15
23700333,18882408,Rina,Manhattan,Midtown,40.74995,-73.98602,Private room,108,3,7,0.44
23700385,8335684,Mary,Manhattan,Inwood,40.86302,-73.92982,Entire home/apt,91,1,2,0.13
23702317,177562935,Virginia,Manhattan,Harlem,40.81304,-73.9456,Private room,105,1,35,3.04
23702356,177562935,Virginia,Manhattan,Harlem,40.81274,-73.9455,Private room,147,1,3,0.3
23702442,12243051,Sonder,Manhattan,Financial District,40.70753,-74.00514,Entire home/apt,205,29,1,0.07
23702555,10434360,Stephen,Manhattan,Lower East Side,40.72003,-73.98588,Entire home/apt,92,2,12,0.74
23703345,147721837,Karen,Brooklyn,East New York,40.6663,-73.87448,Entire home/apt,139,3,25,1.61
23708317,17125526,Elizabeth,Queens,Astoria,40.76119,-73.92379,Private room,100,2,1,0.09
23709593,128416096,Jennifer,Manhattan,Harlem,40.82165,-73.95593,Private room,55,5,1,0.08
23709995,153390633,Michelle,Manhattan,Chinatown,40.71735,-73.99956,Entire home/apt,80,1,73,4.54
23710983,5192686,Shani & Emily,Brooklyn,Prospect-Lefferts Gardens,40.65626,-73.9577,Private room,75,4,6,0.39
23712143,161081229,Ibrahim Maiga,Bronx,Morrisania,40.82434,-73.91377,Private room,40,2,80,5.01
23713359,1581733,Alfredo,Brooklyn,Williamsburg,40.7109,-73.95916,Entire home/apt,400,2,3,0.21
23713405,12243051,Sonder,Manhattan,Financial District,40.70805,-74.00581,Entire home/apt,205,29,2,0.14
23713463,42741722,Tanya,Manhattan,Harlem,40.82065,-73.95444,Private room,70,2,6,0.37
23713825,145252418,Claudio,Manhattan,East Harlem,40.80386,-73.93618,Private room,80,1,47,3.41
23714194,15603100,Brooke,Manhattan,Lower East Side,40.71908,-73.98379,Entire home/apt,220,2,40,2.51
23714854,48911266,Tess,Manhattan,Two Bridges,40.71262,-73.99592,Private room,119,3,17,1.31
23714915,177714844,Chuck,Brooklyn,Flatbush,40.64135,-73.96811,Private room,44,30,1,0.06
23718065,177761074,Alexandra,Queens,Long Island City,40.75373,-73.91902,Private room,60,1,1,1
23719597,31665801,Harry,Manhattan,East Village,40.73294,-73.98847,Entire home/apt,178,3,40,2.75
23723855,28752891,Sarah,Manhattan,Upper West Side,40.79114,-73.9671,Private room,175,4,11,0.77
23725946,13963575,Khorkhe,Brooklyn,Clinton Hill,40.69404,-73.96233,Entire home/apt,130,3,15,1.06
23727037,127345864,Charlene,Brooklyn,East Flatbush,40.64174,-73.93193,Entire home/apt,135,2,26,2.21
23727326,5832321,Kalani,Queens,Glendale,40.69589,-73.89572,Entire home/apt,100,2,57,3.68
23727923,116067987,Kimberley,Queens,Astoria,40.75569,-73.92175,Entire home/apt,325,2,2,2
23728057,15681707,Joycelyn,Brooklyn,Crown Heights,40.67363,-73.91385,Entire home/apt,150,2,49,3.31
23728069,83899060,Mel,Brooklyn,Flatbush,40.64448,-73.96397,Entire home/apt,100,4,20,1.25
23728251,9223263,Eric,Brooklyn,Williamsburg,40.71665,-73.96269,Private room,45,3,3,0.19
23729632,142248429,Mafer,Brooklyn,Williamsburg,40.71166,-73.95955,Private room,75,6,25,1.79
23729711,3734637,Ty,Manhattan,East Harlem,40.79068,-73.94461,Private room,30,1,15,0.94
23733244,6106609,Florentino & Brian,Brooklyn,Bushwick,40.68965,-73.91648,Private room,130,2,30,2.05
23741795,75469247,Chiara,Brooklyn,Crown Heights,40.67774,-73.95742,Entire home/apt,105,1,39,2.44
23742000,50003794,Jennifer,Queens,Elmhurst,40.74177,-73.88445,Entire home/apt,75,1,31,1.97
23743988,85572162,Whitney,Manhattan,Upper West Side,40.7943,-73.967,Entire home/apt,150,3,42,2.72
23744530,3447309,Mie,Manhattan,Harlem,40.80201,-73.95774,Entire home/apt,89,5,1,0.14
23744762,8159536,Genae,Bronx,Concourse Village,40.83086,-73.92025,Private room,57,1,6,0.42
23745442,178059867,Kevin,Queens,Flushing,40.7561,-73.80622,Private room,50,1,63,3.94
23745732,178062766,Andy,Manhattan,East Village,40.73114,-73.98869,Entire home/apt,325,5,44,2.77
23746579,124357,Alex,Brooklyn,Williamsburg,40.71603,-73.95432,Entire home/apt,300,1,70,4.63
23747164,83824521,Suzane,Queens,Long Island City,40.75815,-73.92893,Entire home/apt,150,4,41,2.65
23747567,1636933,Antonio,Manhattan,Hell's Kitchen,40.76027,-73.98831,Entire home/apt,99,30,55,3.5
23747957,36052067,Alex & Yoly,Manhattan,East Harlem,40.80185,-73.94515,Entire home/apt,250,2,17,5.54
23748601,477787,Juliette,Brooklyn,Bedford-Stuyvesant,40.68352,-73.92009,Entire home/apt,112,2,48,3.04
23749162,6989615,Emanuel,Manhattan,West Village,40.74069,-74.00546,Entire home/apt,175,3,18,1.13
23749862,20447869,Burton,Manhattan,Kips Bay,40.74499,-73.97926,Private room,95,5,1,0.06
23750601,3605048,Julia,Brooklyn,Bedford-Stuyvesant,40.68052,-73.92952,Entire home/apt,100,2,25,1.55
23752247,178123507,Cory,Manhattan,West Village,40.7328,-74.00306,Entire home/apt,280,3,9,0.56
23752922,6513281,Pascal-Louis,Brooklyn,Williamsburg,40.71339,-73.94873,Entire home/apt,750,5,2,0.13
23753607,131829860,Anna,Brooklyn,East Flatbush,40.63621,-73.94968,Private room,55,3,1,0.06
23755278,105825171,Benjamin,Manhattan,Harlem,40.82383,-73.94037,Private room,93,1,2,0.13
23756498,74033494,Jude,Brooklyn,Flatbush,40.64296,-73.95238,Entire home/apt,125,2,31,2.93
23760168,30736639,Kellie & Joachim,Brooklyn,Bushwick,40.68609,-73.90733,Entire home/apt,105,2,80,5.08
23761645,16851857,Paul,Bronx,Wakefield,40.89691,-73.85121,Entire home/apt,69,21,11,0.75
23761707,178229322,Vas,Bronx,Concourse Village,40.83218,-73.91951,Private room,47,5,61,3.8
23762153,120010130,Katie,Manhattan,Harlem,40.82557,-73.94927,Private room,50,7,2,0.13
23762605,109551284,Saphira,Manhattan,Upper West Side,40.80172,-73.96177,Private room,120,5,9,0.62
23763320,1181486,Kurt,Brooklyn,Bushwick,40.69569,-73.90733,Entire home/apt,84,9,1,0.06
23763367,178237936,Jay,Queens,Astoria,40.77451,-73.92712,Entire home/apt,89,2,68,4.33
23763873,178244787,Miranda,Brooklyn,Greenpoint,40.72254,-73.95084,Private room,90,1,13,0.87
23765629,17583134,Déborah,Brooklyn,Williamsburg,40.71017,-73.941,Entire home/apt,220,3,9,0.59
23765706,25939370,Petar,Manhattan,Chelsea,40.75068,-73.99811,Entire home/apt,172,30,6,0.5
23765937,176051903,Emerson,Brooklyn,Williamsburg,40.71832,-73.96354,Entire home/apt,550,5,3,0.28
23766156,178266385,Megan,Brooklyn,Cypress Hills,40.68012,-73.89338,Entire home/apt,800,1,3,0.21
23768377,97262966,John,Queens,Forest Hills,40.71263,-73.85372,Entire home/apt,175,2,9,0.66
23768711,161899037,Tony,Queens,Flushing,40.75665,-73.83317,Entire home/apt,149,2,28,1.81
23769218,161899037,Tony,Queens,Flushing,40.75611,-73.83271,Entire home/apt,149,2,28,1.78
23771352,25705033,Agathe,Brooklyn,Williamsburg,40.70604,-73.93802,Entire home/apt,190,2,1,0.07
23771486,12089291,Paul,Manhattan,Lower East Side,40.7234,-73.99032,Entire home/apt,600,2,1,0.07
23772252,18825679,Dasha,Brooklyn,Williamsburg,40.71586,-73.94044,Private room,96,2,9,0.77
23772767,151084261,Angie,Brooklyn,Williamsburg,40.71865,-73.94951,Private room,125,30,13,0.86
23772926,20333472,Mitchell,Manhattan,Upper East Side,40.76521,-73.96491,Entire home/apt,166,2,2,0.13
23773431,22288459,Alexi,Brooklyn,Bedford-Stuyvesant,40.69389,-73.93472,Private room,45,1,5,0.33
23775392,83929557,Jonathon André,Brooklyn,Prospect Heights,40.67657,-73.96465,Private room,75,2,7,4.2
23779181,3734637,Ty,Manhattan,East Harlem,40.79232,-73.94634,Private room,30,4,5,0.33
23780896,45845050,Delcio,Queens,Jackson Heights,40.75204,-73.88902,Private room,70,5,3,0.19
23781939,22866437,Eliana,Manhattan,Upper West Side,40.77907,-73.97887,Entire home/apt,300,2,2,0.13
23784498,1302843,Rebeca,Brooklyn,Bedford-Stuyvesant,40.68891,-73.93663,Entire home/apt,200,3,28,1.78
23784779,19909972,Jayu,Manhattan,Two Bridges,40.71179,-73.99848,Private room,160,2,129,8.27
23785875,137916804,Asia,Manhattan,Washington Heights,40.85395,-73.93335,Entire home/apt,300,4,31,2.16
23788475,26921064,Ken,Manhattan,Hell's Kitchen,40.76601,-73.98651,Private room,90,1,70,4.46
23788708,154965091,Joe,Manhattan,Hell's Kitchen,40.76934,-73.98782,Entire home/apt,375,2,22,1.65
23789466,178507107,Alyssa,Brooklyn,Bushwick,40.70484,-73.92117,Entire home/apt,100,2,7,0.45
23789480,37401126,Leah,Brooklyn,East Flatbush,40.64016,-73.94057,Private room,50,2,35,2.22
23790556,178520748,Linnea,Manhattan,East Village,40.73099,-73.98477,Private room,89,1,114,7.97
23790744,113094141,Susannah,Manhattan,Harlem,40.80442,-73.95629,Private room,60,1,77,4.97
23791349,31427834,Kerelle,Brooklyn,Bushwick,40.68868,-73.90595,Entire home/apt,100,1,13,1.16
23792606,178543960,Sergii,Brooklyn,Greenpoint,40.72161,-73.94115,Private room,65,30,3,0.19
23792656,176001804,Garcia,Brooklyn,Prospect-Lefferts Gardens,40.65924,-73.94959,Entire home/apt,125,2,68,4.45
23797329,178543960,Sergii,Brooklyn,Greenpoint,40.72104,-73.93985,Shared room,35,30,3,0.19
23799904,5962328,Alan,Queens,Flushing,40.76035,-73.82181,Entire home/apt,85,30,3,0.2
23803334,16158622,Sarah,Brooklyn,Williamsburg,40.71725,-73.95704,Private room,86,2,34,2.34
23804783,178473107,Allan C.,Manhattan,Harlem,40.83093,-73.94724,Private room,99,1,10,0.96
23805007,4335164,Eva,Manhattan,Washington Heights,40.83963,-73.93512,Entire home/apt,50,1,12,0.75
23807257,8662157,Chance,Manhattan,Harlem,40.80551,-73.94905,Entire home/apt,270,3,23,1.56
23807600,178665352,Andrea,Queens,Jackson Heights,40.75122,-73.87977,Entire home/apt,195,3,23,1.49
23807689,116839989,Ez,Manhattan,Lower East Side,40.72051,-73.98357,Entire home/apt,110,30,54,3.4
23807788,178473107,Allan C.,Manhattan,Harlem,40.82961,-73.9474,Private room,80,1,11,0.92
23808650,178675800,Michael,Manhattan,East Harlem,40.79504,-73.93495,Private room,85,6,2,0.14
23808715,26502283,Nick,Manhattan,East Village,40.7211,-73.97966,Entire home/apt,125,1,14,0.89
23809758,21012470,David,Brooklyn,Bushwick,40.70329,-73.92213,Private room,75,1,20,1.27
23809978,17129810,Jeffrey,Brooklyn,Columbia St,40.68183,-74.00369,Private room,55,2,7,0.53
23810398,178696800,Felisha,Brooklyn,Crown Heights,40.67825,-73.94748,Private room,35,1,45,2.83
23810745,62127615,Sophia,Brooklyn,Greenpoint,40.72858,-73.95816,Private room,48,7,2,0.14
23811416,4427689,Nour,Manhattan,Hell's Kitchen,40.76318,-73.98838,Private room,129,5,94,5.95
23811541,23255533,Aravind,Manhattan,Theater District,40.76155,-73.98619,Private room,139,3,10,1.24
23812583,4427689,Nour,Manhattan,Hell's Kitchen,40.76489,-73.98822,Private room,129,5,97,6.11
23820164,3654624,Jasmaine,Brooklyn,Bedford-Stuyvesant,40.68089,-73.91112,Entire home/apt,85,5,28,2.28
23820465,116839989,Ez,Queens,Astoria,40.75941,-73.92498,Entire home/apt,105,30,25,2.54
23820538,28373054,Nadira,Brooklyn,Williamsburg,40.71201,-73.95882,Entire home/apt,600,3,14,0.98
23820909,178636681,Kris,Brooklyn,Williamsburg,40.71097,-73.95895,Entire home/apt,110,3,11,1.05
23821848,14934881,Quentin,Brooklyn,Williamsburg,40.72156,-73.96043,Entire home/apt,280,6,6,0.39
23822397,2793254,Johnny,Brooklyn,Bushwick,40.70336,-73.91998,Private room,75,3,25,1.62
23822436,7138847,Chelsea,Brooklyn,Bedford-Stuyvesant,40.67996,-73.94085,Private room,50,2,1,0.07
23823959,173230953,Rick,Brooklyn,Crown Heights,40.67327,-73.94403,Private room,40,2,7,0.46
23826739,34404232,Holly,Queens,Astoria,40.76143,-73.92122,Private room,60,1,24,1.5
23827761,15784251,David,Manhattan,Little Italy,40.71907,-73.99698,Entire home/apt,375,3,7,0.46
23827905,101438864,Omar,Manhattan,Upper West Side,40.79368,-73.96373,Private room,30,1,89,6.03
23837148,175507083,Brette,Brooklyn,Prospect-Lefferts Gardens,40.66114,-73.9498,Shared room,45,2,2,0.13
23837898,178986313,Aj,Brooklyn,Bedford-Stuyvesant,40.69174,-73.95921,Entire home/apt,100,1,91,5.8
23838063,149073048,Kat,Brooklyn,Bushwick,40.69837,-73.93045,Private room,67,5,34,2.31
23838400,72142281,Zander,Manhattan,East Village,40.7293,-73.98488,Entire home/apt,200,1,29,1.87
23838734,94219511,Gilles,Manhattan,Harlem,40.80096,-73.9542,Private room,65,6,12,0.75
23839013,148130073,Sebastian,Staten Island,Grymes Hill,40.61758,-74.09112,Entire home/apt,110,2,69,4.47
23839200,178303634,Gustavo,Brooklyn,South Slope,40.66501,-73.98992,Private room,49,6,48,3.13
23839890,151124394,Annie,Manhattan,Harlem,40.8282,-73.94973,Private room,39,30,2,0.16
23839939,70307702,Sam,Manhattan,Chelsea,40.73959,-74.00105,Entire home/apt,199,3,36,2.44
